,Persistência-1,Persistência-2,Persistência-3,Persistência-4,Persistência-5,Persistência-6,Persistência-7,Persistência-8,Persistência-9,Persistência-10,Persistência-11,Persistência-12
2018-09-01 00:00:00,41.05,32.86666666666667,29.25,27.616666666666664,39.18333333333333,34.18333333333333,32.4,27.33333333333334,27.28333333333333,41.93333333333333,37.56666666666667,36.18333333333333
2018-09-01 00:30:00,35.41666666666667,41.05,32.86666666666667,29.25,27.616666666666664,39.18333333333333,34.18333333333333,32.4,27.33333333333334,27.28333333333333,41.93333333333333,37.56666666666667
2018-09-01 01:00:00,34.116666666666674,35.41666666666667,41.05,32.86666666666667,29.25,27.616666666666664,39.18333333333333,34.18333333333333,32.4,27.33333333333334,27.28333333333333,41.93333333333333
2018-09-01 01:30:00,34.416666666666664,34.116666666666674,35.41666666666667,41.05,32.86666666666667,29.25,27.616666666666664,39.18333333333333,34.18333333333333,32.4,27.33333333333334,27.28333333333333
2018-09-01 02:00:00,32.04999999999999,34.416666666666664,34.116666666666674,35.41666666666667,41.05,32.86666666666667,29.25,27.616666666666664,39.18333333333333,34.18333333333333,32.4,27.33333333333334
2018-09-01 02:30:00,24.25,32.04999999999999,34.416666666666664,34.116666666666674,35.41666666666667,41.05,32.86666666666667,29.25,27.616666666666664,39.18333333333333,34.18333333333333,32.4
2018-09-01 03:00:00,35.050000000000004,24.25,32.04999999999999,34.416666666666664,34.116666666666674,35.41666666666667,41.05,32.86666666666667,29.25,27.616666666666664,39.18333333333333,34.18333333333333
2018-09-01 03:30:00,47.26666666666666,35.050000000000004,24.25,32.04999999999999,34.416666666666664,34.116666666666674,35.41666666666667,41.05,32.86666666666667,29.25,27.616666666666664,39.18333333333333
2018-09-01 04:00:00,42.75,47.26666666666666,35.050000000000004,24.25,32.04999999999999,34.416666666666664,34.116666666666674,35.41666666666667,41.05,32.86666666666667,29.25,27.616666666666664
2018-09-01 04:30:00,48.400000000000006,42.75,47.26666666666666,35.050000000000004,24.25,32.04999999999999,34.416666666666664,34.116666666666674,35.41666666666667,41.05,32.86666666666667,29.25
2018-09-01 05:00:00,51.26666666666667,48.400000000000006,42.75,47.26666666666666,35.050000000000004,24.25,32.04999999999999,34.416666666666664,34.116666666666674,35.41666666666667,41.05,32.86666666666667
2018-09-01 05:30:00,33.21666666666666,51.26666666666667,48.400000000000006,42.75,47.26666666666666,35.050000000000004,24.25,32.04999999999999,34.416666666666664,34.116666666666674,35.41666666666667,41.05
2018-09-01 06:00:00,21.58333333333334,33.21666666666666,51.26666666666667,48.400000000000006,42.75,47.26666666666666,35.050000000000004,24.25,32.04999999999999,34.416666666666664,34.116666666666674,35.41666666666667
2018-09-01 06:30:00,24.58333333333333,21.58333333333334,33.21666666666666,51.26666666666667,48.400000000000006,42.75,47.26666666666666,35.050000000000004,24.25,32.04999999999999,34.416666666666664,34.116666666666674
2018-09-01 07:00:00,23.83333333333333,24.58333333333333,21.58333333333334,33.21666666666666,51.26666666666667,48.400000000000006,42.75,47.26666666666666,35.050000000000004,24.25,32.04999999999999,34.416666666666664
2018-09-01 07:30:00,25.916666666666668,23.83333333333333,24.58333333333333,21.58333333333334,33.21666666666666,51.26666666666667,48.400000000000006,42.75,47.26666666666666,35.050000000000004,24.25,32.04999999999999
2018-09-01 08:00:00,33.36666666666667,25.916666666666668,23.83333333333333,24.58333333333333,21.58333333333334,33.21666666666666,51.26666666666667,48.400000000000006,42.75,47.26666666666666,35.050000000000004,24.25
2018-09-01 08:30:00,28.83333333333333,33.36666666666667,25.916666666666668,23.83333333333333,24.58333333333333,21.58333333333334,33.21666666666666,51.26666666666667,48.400000000000006,42.75,47.26666666666666,35.050000000000004
2018-09-01 09:00:00,26.366666666666664,28.83333333333333,33.36666666666667,25.916666666666668,23.83333333333333,24.58333333333333,21.58333333333334,33.21666666666666,51.26666666666667,48.400000000000006,42.75,47.26666666666666
2018-09-01 09:30:00,22.65,26.366666666666664,28.83333333333333,33.36666666666667,25.916666666666668,23.83333333333333,24.58333333333333,21.58333333333334,33.21666666666666,51.26666666666667,48.400000000000006,42.75
2018-09-01 10:00:00,20.78333333333333,22.65,26.366666666666664,28.83333333333333,33.36666666666667,25.916666666666668,23.83333333333333,24.58333333333333,21.58333333333334,33.21666666666666,51.26666666666667,48.400000000000006
2018-09-01 10:30:00,18.950000000000003,20.78333333333333,22.65,26.366666666666664,28.83333333333333,33.36666666666667,25.916666666666668,23.83333333333333,24.58333333333333,21.58333333333334,33.21666666666666,51.26666666666667
2018-09-01 11:00:00,14.516666666666667,18.950000000000003,20.78333333333333,22.65,26.366666666666664,28.83333333333333,33.36666666666667,25.916666666666668,23.83333333333333,24.58333333333333,21.58333333333334,33.21666666666666
2018-09-01 11:30:00,13.433333333333332,14.516666666666667,18.950000000000003,20.78333333333333,22.65,26.366666666666664,28.83333333333333,33.36666666666667,25.916666666666668,23.83333333333333,24.58333333333333,21.58333333333334
2018-09-01 12:00:00,14.166666666666666,13.433333333333332,14.516666666666667,18.950000000000003,20.78333333333333,22.65,26.366666666666664,28.83333333333333,33.36666666666667,25.916666666666668,23.83333333333333,24.58333333333333
2018-09-01 12:30:00,14.6,14.166666666666666,13.433333333333332,14.516666666666667,18.950000000000003,20.78333333333333,22.65,26.366666666666664,28.83333333333333,33.36666666666667,25.916666666666668,23.83333333333333
2018-09-01 13:00:00,32.63333333333333,14.6,14.166666666666666,13.433333333333332,14.516666666666667,18.950000000000003,20.78333333333333,22.65,26.366666666666664,28.83333333333333,33.36666666666667,25.916666666666668
