,BOCORWF1
2018-08-04,69.46652777777778
2018-08-05,102.01138888888887
2018-08-06,98.46604166666667
2018-08-07,98.21784722222223
2018-08-08,74.23961805555555
2018-08-09,29.42958333333333
2018-08-10,108.57927083333333
2018-08-11,98.49916666666667
2018-08-12,79.2128125
2018-08-13,63.592777777777776
2018-08-14,52.88256944444444
2018-08-15,80.39336805555556
2018-08-16,60.992465277777775
2018-08-17,31.392395833333335
2018-08-18,99.00458333333334
2018-08-19,108.64902777777779
2018-08-20,71.81017361111111
2018-08-21,85.59340277777778
2018-08-22,28.964375
2018-08-23,12.811635416666666
2018-08-24,8.798472222222221
2018-08-25,26.361666666666665
2018-08-26,15.496666666666668
2018-08-27,53.68409722222222
2018-08-28,38.77930555555556
2018-08-29,29.383055555555558
2018-08-30,17.1721875
2018-08-31,93.4628125
2018-09-01,89.98989583333334
2018-09-02,23.35326388888889
2018-09-03,11.662500000000001
2018-09-04,17.0221875
2018-09-05,69.74086805555555
2018-09-06,84.580625
2018-09-07,32.064166666666665
2018-09-08,9.371493055555556
2018-09-09,71.66302083333333
2018-09-10,12.420104166666668
2018-09-11,57.142152777777774
2018-09-12,85.2961111111111
2018-09-13,4.9089583333333335
2018-09-14,59.19708333333333
2018-09-15,84.0982986111111
2018-09-16,49.04885416666667
2018-09-17,39.50805555555556
2018-09-18,104.62013888888889
2018-09-19,76.30364583333333
2018-09-20,12.923263888888888
2018-09-21,0.9858680555555556
2018-09-22,5.668680555555556
2018-09-23,29.866770833333334
2018-09-24,10.948437499999999
2018-09-25,16.435902777777777
2018-09-26,12.398020833333334
2018-09-27,38.926180555555554
2018-09-28,87.41243055555556
2018-09-29,53.53371527777778
2018-09-30,7.604722222222222
2018-10-01,13.794791666666667
2018-10-02,9.651180555555555
2018-10-03,77.94138888888888
2018-10-04,37.99211805555556
2018-10-05,21.574791666666666
2018-10-06,8.346875
2018-10-07,9.2825
2018-10-08,5.185
2018-10-09,16.333229166666666
2018-10-10,62.369375
2018-10-11,9.395798611111111
2018-10-12,16.474652777777777
2018-10-13,41.742916666666666
2018-10-14,82.91065972222222
2018-10-15,85.72444444444444
2018-10-16,93.07472222222223
2018-10-17,70.24277777777777
2018-10-18,72.07604166666667
2018-10-19,55.555486111111115
2018-10-20,66.98777777777778
2018-10-21,18.20392361111111
2018-10-22,13.143611111111111
2018-10-23,82.43642361111111
2018-10-24,23.992673611111112
2018-10-25,51.25760416666666
2018-10-26,8.858229166666666
2018-10-27,38.36375
2018-10-28,12.073611111111111
2018-10-29,13.697083333333333
2018-10-30,39.66524305555556
2018-10-31,22.72263888888889
2018-11-01,45.52666666666667
2018-11-02,83.53975694444445
2018-11-03,72.03336805555556
2018-11-04,31.005
2018-11-05,73.1396875
2018-11-06,80.75777777777778
2018-11-07,38.260625
2018-11-08,45.80246527777778
2018-11-09,28.072743055555552
2018-11-10,11.473819444444445
2018-11-11,20.968298611111113
2018-11-12,33.456944444444446
2018-11-13,48.67451388888889
2018-11-14,18.151701388888892
2018-11-15,16.561458333333334
2018-11-16,16.57892361111111
2018-11-17,26.748125
2018-11-18,29.68236111111111
2018-11-19,45.54479166666667
2018-11-20,30.31034722222222
2018-11-21,79.84472222222222
2018-11-22,90.885625
2018-11-23,103.51725694444444
2018-11-24,84.01076388888889
2018-11-25,73.57340277777779
2018-11-26,20.314965277777777
2018-11-27,19.743715277777778
2018-11-28,50.69815972222222
2018-11-29,20.66486111111111
2018-11-30,10.265937500000001
2018-12-01,29.250208333333333
2018-12-02,65.48288194444444
2018-12-03,69.13472222222222
2018-12-04,32.467708333333334
2018-12-05,19.075729166666665
2018-12-06,55.11788194444444
2018-12-07,31.161493055555557
2018-12-08,46.404374999999995
2018-12-09,11.464583333333332
2018-12-10,39.976840277777775
2018-12-11,11.533055555555556
2018-12-12,5.0125
2018-12-13,1.4683333333333335
2018-12-14,37.87197916666667
2018-12-15,41.525868055555556
2018-12-16,75.53170138888889
2018-12-17,22.207673611111108
2018-12-18,7.9615625
2018-12-19,17.623993055555555
2018-12-20,32.01079861111111
2018-12-21,35.974583333333335
2018-12-22,26.26635416666667
2018-12-23,1.8953819444444442
2018-12-24,8.133055555555556
2018-12-25,12.915555555555557
2018-12-26,58.087465277777774
2018-12-27,42.35378472222222
2018-12-28,89.10440972222223
2018-12-29,68.43493055555555
2018-12-30,38.77065972222222
2018-12-31,71.9028125
