,SAPHWF1
2018-08-10,44.16868402777778
2018-08-11,89.8985173611111
2018-08-12,100.57640624999999
2018-08-13,53.095638888888885
2018-08-14,11.842541666666667
2018-08-15,18.845670138888888
2018-08-16,61.886947916666664
2018-08-17,55.59922222222222
2018-08-18,71.17981944444445
2018-08-19,121.46670486111111
2018-08-20,75.8056388888889
2018-08-21,76.06305208333333
2018-08-22,29.480156249999997
2018-08-23,29.192534722222224
2018-08-24,93.83813194444444
2018-08-25,56.56952777777778
2018-08-26,72.69546180555555
2018-08-27,40.573506944444446
2018-08-28,27.573711805555558
2018-08-29,31.612114583333334
2018-08-30,9.215979166666665
2018-08-31,127.36928472222222
2018-09-01,93.80267361111112
2018-09-02,48.50416666666666
2018-09-03,100.52033333333333
2018-09-04,144.09185763888888
2018-09-05,139.47675694444445
2018-09-06,102.13835416666666
2018-09-07,79.20514930555555
2018-09-08,70.44650347222222
2018-09-09,39.132527777777774
2018-09-10,47.16467013888889
2018-09-11,9.668784722222222
2018-09-12,11.138333333333334
2018-09-13,22.956545138888888
2018-09-14,22.200680555555554
2018-09-15,95.85749652777777
2018-09-16,49.02108333333334
2018-09-17,86.28180555555555
2018-09-18,71.82673611111112
2018-09-19,98.36044791666667
2018-09-20,51.093795138888886
2018-09-21,39.94505902777778
2018-09-22,26.63392361111111
2018-09-23,32.136833333333335
2018-09-24,139.61634722222223
2018-09-25,116.82491319444445
2018-09-26,50.33207986111111
2018-09-27,15.092309027777778
2018-09-28,30.66913888888889
2018-09-29,73.11436458333334
2018-09-30,139.12499652777777
2018-10-01,95.83899305555555
2018-10-02,51.106923611111114
2018-10-03,8.9963125
2018-10-04,35.25953125
2018-10-05,2.9411701388888893
2018-10-06,25.781218749999997
2018-10-07,20.43978125
2018-10-08,16.02301041666667
2018-10-09,31.458729166666668
2018-10-10,80.27614930555556
2018-10-11,190.99630555555555
2018-10-12,193.95590277777777
2018-10-13,197.34242708333332
2018-10-14,193.58698958333332
2018-10-15,181.9030798611111
2018-10-16,195.01784722222223
2018-10-17,136.95193055555555
2018-10-18,94.56590277777777
2018-10-19,58.87970833333333
2018-10-20,30.018145833333335
2018-10-21,31.48705902777778
2018-10-22,63.38957638888889
2018-10-23,22.191802083333332
2018-10-24,36.863586805555556
2018-10-25,76.11470138888889
2018-10-26,59.669204861111105
2018-10-27,25.27592361111111
2018-10-28,62.55228819444445
2018-10-29,67.08413888888889
2018-10-30,50.630489583333336
2018-10-31,22.257538194444447
2018-11-01,70.45097569444444
2018-11-02,67.57828819444444
2018-11-03,53.75039236111112
2018-11-04,41.67850694444444
2018-11-05,37.30777083333333
2018-11-06,96.99593402777778
2018-11-07,80.610625
2018-11-08,66.16166666666666
2018-11-09,71.13497222222223
2018-11-10,50.605909722222215
2018-11-11,79.60024652777777
2018-11-12,95.80033680555556
2018-11-13,115.66912847222221
2018-11-14,50.273746527777774
2018-11-15,35.605350694444446
2018-11-16,133.50882638888888
2018-11-17,132.35116319444444
2018-11-18,206.3872673611111
2018-11-19,111.33895833333334
2018-11-20,53.85904166666666
2018-11-21,133.6655451388889
2018-11-22,187.01086458333336
2018-11-23,219.9352673611111
2018-11-24,202.08340972222223
2018-11-25,133.9745625
2018-11-26,83.989
2018-11-27,40.58481944444444
2018-11-28,206.29899305555557
2018-11-29,80.56869791666666
2018-11-30,51.367475694444444
2018-12-01,26.047475694444444
2018-12-02,146.15557291666667
2018-12-03,45.948378472222224
2018-12-04,66.34799652777777
2018-12-05,191.62902777777776
2018-12-06,190.37796875
2018-12-07,173.24162152777777
2018-12-08,133.3922951388889
2018-12-09,63.511600694444446
2018-12-10,49.90002777777778
2018-12-11,83.65692013888889
2018-12-12,111.41738541666666
2018-12-13,124.62590625
2018-12-14,132.38061458333334
2018-12-15,151.45792708333332
2018-12-16,107.80049652777778
2018-12-17,90.00442361111111
2018-12-18,62.29465972222223
2018-12-19,50.69672916666667
2018-12-20,76.46042361111111
2018-12-21,147.29299305555557
2018-12-22,84.23774305555555
2018-12-23,109.83582638888889
2018-12-24,145.39348958333332
2018-12-25,63.86259722222223
2018-12-26,51.6519375
2018-12-27,58.16751388888889
2018-12-28,74.34534722222223
2018-12-29,87.77274652777777
2018-12-30,85.50591319444446
2018-12-31,53.504263888888886
