,GULLRWF1
2018-08-03,109.82339583333334
2018-08-04,101.74462152777778
2018-08-05,69.92120486111111
2018-08-06,140.38552430555555
2018-08-07,136.57186805555554
2018-08-08,145.9583888888889
2018-08-09,46.85572222222223
2018-08-10,66.76013541666667
2018-08-11,142.07303472222222
2018-08-12,121.67844444444444
2018-08-13,130.29272569444444
2018-08-14,127.22722222222222
2018-08-15,152.9784375
2018-08-16,115.54254166666668
2018-08-17,54.80224305555555
2018-08-18,151.87834027777777
2018-08-19,148.79686805555556
2018-08-20,71.31910416666666
2018-08-21,144.06922569444444
2018-08-22,42.367576388888885
2018-08-23,13.473888888888888
2018-08-24,13.719809027777778
2018-08-25,30.15195138888889
2018-08-26,18.60477777777778
2018-08-27,14.352059027777777
2018-08-28,11.887076388888888
2018-08-29,22.23992361111111
2018-08-30,8.121836805555555
2018-08-31,98.14389583333333
2018-09-01,131.1179826388889
2018-09-02,23.653892361111108
2018-09-03,65.64981944444445
2018-09-04,72.60109722222222
2018-09-05,45.352868055555554
2018-09-06,32.51286805555556
2018-09-07,39.598444444444446
2018-09-08,32.62433333333333
2018-09-09,112.32201041666667
2018-09-10,31.30852777777778
2018-09-11,59.353833333333334
2018-09-12,103.60155555555555
2018-09-13,4.988190972222222
2018-09-14,26.163767361111113
2018-09-15,132.5545486111111
2018-09-16,46.65212152777778
2018-09-17,15.840072916666665
2018-09-18,91.37356944444444
2018-09-19,106.94452083333334
2018-09-20,32.10349305555555
2018-09-21,24.718736111111113
2018-09-22,74.47095833333333
2018-09-23,45.572923611111115
2018-09-24,58.00395486111111
2018-09-25,16.972486111111113
2018-09-26,19.618437500000002
2018-09-27,24.249916666666667
2018-09-28,107.61065972222222
2018-09-29,60.373121527777776
2018-09-30,14.490427083333332
2018-10-01,5.43671875
2018-10-02,3.196996527777778
2018-10-03,52.37456597222222
2018-10-04,58.03177083333333
2018-10-05,110.85922916666668
2018-10-06,50.191833333333335
2018-10-07,39.15411805555556
2018-10-08,10.81620486111111
2018-10-09,16.903350694444445
2018-10-10,119.11989236111111
2018-10-11,122.15474652777777
2018-10-12,111.41000000000001
2018-10-13,63.02729166666666
2018-10-14,85.93584375
2018-10-15,86.86525347222222
2018-10-16,59.35294444444444
2018-10-17,23.83224652777778
2018-10-18,21.205541666666665
2018-10-19,38.06088541666667
2018-10-20,68.44929513888889
2018-10-21,19.23062847222222
2018-10-22,9.973461805555555
2018-10-23,41.328211805555554
2018-10-24,51.825173611111104
2018-10-25,36.750559027777776
2018-10-26,30.794131944444445
2018-10-27,51.074572916666675
2018-10-28,16.291652777777777
2018-10-29,24.140211805555555
2018-10-30,59.14046180555556
2018-10-31,27.270177083333333
2018-11-01,67.76779166666667
2018-11-02,141.3915451388889
2018-11-03,113.43259375000001
2018-11-04,32.30326736111111
2018-11-05,60.57033333333334
2018-11-06,70.25380208333333
2018-11-07,53.52271180555556
2018-11-08,27.74030902777778
2018-11-09,13.745697916666666
2018-11-10,10.127045138888889
2018-11-11,13.87486111111111
2018-11-12,19.562475694444444
2018-11-13,26.76447222222222
2018-11-14,26.900729166666668
2018-11-15,61.725309027777776
2018-11-16,32.96545138888889
2018-11-17,59.23078819444444
2018-11-18,81.11896875000001
2018-11-19,27.462229166666663
2018-11-20,25.210364583333334
2018-11-21,93.07754513888888
2018-11-22,135.89067013888888
2018-11-23,160.54339583333334
2018-11-24,126.02353472222222
2018-11-25,55.60752083333333
2018-11-26,11.372774305555557
2018-11-27,13.656
2018-11-28,70.31501388888888
2018-11-29,28.306538194444446
2018-11-30,39.19824305555556
2018-12-01,40.14119791666666
2018-12-02,120.91596180555557
2018-12-03,109.03086805555556
2018-12-04,50.63939930555555
2018-12-05,54.680277777777775
2018-12-06,42.54875
2018-12-07,25.948968750000002
2018-12-08,21.187461805555554
2018-12-09,23.73189236111111
2018-12-10,31.284732638888887
2018-12-11,23.85647916666667
2018-12-12,30.70296527777778
2018-12-13,33.35588194444444
2018-12-14,20.949069444444444
2018-12-15,23.70132986111111
2018-12-16,56.902479166666666
2018-12-17,20.354434027777778
2018-12-18,40.93239583333333
2018-12-19,24.4695
2018-12-20,52.83923958333333
2018-12-21,50.30260069444444
2018-12-22,42.53327430555556
2018-12-23,23.76312152777778
2018-12-24,9.315059027777778
2018-12-25,11.514427083333333
2018-12-26,19.900833333333335
2018-12-27,40.8955
2018-12-28,84.0480625
2018-12-29,70.04553472222223
2018-12-30,52.40548611111111
2018-12-31,31.492774305555557
