,WRWF1
2018-08-04,51.14721180555555
2018-08-05,48.144736111111115
2018-08-06,107.36664583333334
2018-08-07,121.52070833333333
2018-08-08,64.71301388888888
2018-08-09,38.19918055555556
2018-08-10,21.94490625
2018-08-11,65.69210763888888
2018-08-12,103.04991666666666
2018-08-13,56.044253472222216
2018-08-14,17.85129513888889
2018-08-15,58.86006944444444
2018-08-16,91.23428125
2018-08-17,80.49302083333333
2018-08-18,99.05288541666665
2018-08-19,144.9156840277778
2018-08-20,101.31015624999999
2018-08-21,112.62283333333333
2018-08-22,62.213763888888884
2018-08-23,19.510305555555554
2018-08-24,70.15755902777778
2018-08-25,54.63040625
2018-08-26,69.12632986111112
2018-08-27,54.05688194444445
2018-08-28,21.320211805555555
2018-08-29,67.97111458333333
2018-08-30,8.712833333333334
2018-08-31,75.45122569444445
2018-09-01,137.58469444444447
2018-09-02,60.11874652777778
2018-09-03,95.84514930555555
2018-09-04,153.31569097222223
2018-09-05,139.58170833333332
2018-09-06,75.6984375
2018-09-07,40.72137152777778
2018-09-08,71.54843749999999
2018-09-09,67.66001736111112
2018-09-10,57.0151875
2018-09-11,5.367927083333334
2018-09-12,5.162548611111111
2018-09-13,12.453506944444444
2018-09-14,7.44184375
2018-09-15,61.36883680555556
2018-09-16,31.938604166666668
2018-09-17,70.47796875
2018-09-18,31.122069444444445
2018-09-19,57.728861111111115
2018-09-20,48.70467361111111
2018-09-21,52.60269097222223
2018-09-22,15.308652777777779
2018-09-23,27.503131944444444
2018-09-24,104.93553472222222
2018-09-25,72.97768055555555
2018-09-26,26.489326388888887
2018-09-27,7.282368055555556
2018-09-28,8.91759375
2018-09-29,44.85414583333333
2018-09-30,106.65540972222222
2018-10-01,55.54943402777778
2018-10-02,31.895743055555556
2018-10-03,7.2355729166666665
2018-10-04,16.41579861111111
2018-10-05,6.148770833333333
2018-10-06,21.480583333333332
2018-10-07,13.537833333333333
2018-10-08,9.51489236111111
2018-10-09,17.69765277777778
2018-10-10,51.39730902777777
2018-10-11,149.7465347222222
2018-10-12,162.49100694444445
2018-10-13,161.2731909722222
2018-10-14,161.32580555555555
2018-10-15,162.67177777777778
2018-10-16,151.74664930555556
2018-10-17,93.71460069444446
2018-10-18,52.41894791666667
2018-10-19,26.130152777777777
2018-10-20,24.98357986111111
2018-10-21,25.102434027777775
2018-10-22,32.68529513888889
2018-10-23,10.695562500000001
2018-10-24,21.447767361111108
2018-10-25,43.41660069444445
2018-10-26,28.7414375
2018-10-27,24.944333333333333
2018-10-28,41.020743055555556
2018-10-29,31.67698263888889
2018-10-30,22.822784722222224
2018-10-31,14.978704861111112
2018-11-01,41.99008333333334
2018-11-02,42.78208680555556
2018-11-03,44.842670138888884
2018-11-04,37.87436805555556
2018-11-05,40.77539930555555
2018-11-06,93.63073958333332
2018-11-07,65.52809027777778
2018-11-08,53.85766666666667
2018-11-09,47.49335763888889
2018-11-10,28.97385416666667
2018-11-11,69.21959027777778
2018-11-12,81.81722569444445
2018-11-13,87.304625
2018-11-14,14.605166666666667
2018-11-15,20.209927083333334
2018-11-16,63.419281250000004
2018-11-17,72.73195138888889
2018-11-18,138.6428263888889
2018-11-19,73.97462847222222
2018-11-20,18.20565625
2018-11-21,82.86731944444445
2018-11-22,139.1931875
2018-11-23,162.0716736111111
2018-11-24,32.65057638888889
2018-11-25,0.0
2018-11-26,0.0
2018-11-27,0.0
2018-11-28,26.71071875
2018-11-29,52.866197916666664
2018-11-30,19.486458333333335
2018-12-01,22.997572916666666
2018-12-02,95.8199513888889
2018-12-03,43.84490625
2018-12-04,46.54159722222223
2018-12-05,138.1011215277778
2018-12-06,141.2650451388889
2018-12-07,132.74734722222223
2018-12-08,102.77915972222223
2018-12-09,40.63219791666666
2018-12-10,33.95923263888889
2018-12-11,83.07665972222223
2018-12-12,47.640406250000005
2018-12-13,44.55226388888889
2018-12-14,41.99080555555555
2018-12-15,66.8876076388889
2018-12-16,43.288180555555556
2018-12-17,45.89601388888889
2018-12-18,26.350729166666667
2018-12-19,21.10098263888889
2018-12-20,37.78002777777778
2018-12-21,75.89972569444444
2018-12-22,52.162315972222224
2018-12-23,89.87961458333332
2018-12-24,92.25389930555555
2018-12-25,28.82359027777778
2018-12-26,39.945802083333334
2018-12-27,36.93882638888889
2018-12-28,52.94492361111111
2018-12-29,56.365520833333335
2018-12-30,44.89550694444444
2018-12-31,19.260885416666667
