,HDWF1
2018-01-01,24.18971631205674
2018-01-02,46.80104166666666
2018-01-03,27.650694444444444
2018-01-04,38.77326388888889
2018-01-05,25.668055555555554
2018-01-06,57.49270833333333
2018-01-07,47.36145833333333
2018-01-08,23.707291666666666
2018-01-09,39.45729166666667
2018-01-10,45.144444444444446
2018-01-11,44.60347222222222
2018-01-12,41.4125
2018-01-13,66.19131944444445
2018-01-14,46.60034722222222
2018-01-15,49.115625
2018-01-16,48.864583333333336
2018-01-17,29.040277777777778
2018-01-18,38.51736111111111
2018-01-19,38.196875
2018-01-20,46.94583333333333
2018-01-21,47.51979166666666
2018-01-22,26.269791666666666
2018-01-23,19.297569444444445
2018-01-24,37.557531250000004
2018-01-25,36.21666666666667
2018-01-26,50.15625
2018-01-27,33.83888888888889
2018-01-28,56.359722222222224
2018-01-29,52.03819444444445
2018-01-30,70.58645833333334
2018-01-31,82.75763888888889
2018-02-01,50.07083333333333
2018-02-02,48.611805555555556
2018-02-03,36.40798611111111
2018-02-04,20.032291666666666
2018-02-05,20.68298611111111
2018-02-06,35.21284722222222
2018-02-07,32.04826388888889
2018-02-08,50.78888888888889
2018-02-09,27.006597222222222
2018-02-10,44.425694444444446
2018-02-11,23.853125000000002
2018-02-12,17.179861111111112
2018-02-13,15.573958333333332
2018-02-14,40.05138888888889
2018-02-15,19.325
2018-02-16,17.31215277777778
2018-02-17,28.682291666666668
2018-02-18,49.50347222222222
2018-02-19,47.33611111111111
2018-02-20,43.854513888888896
2018-02-21,47.85208333333333
2018-02-22,65.190625
2018-02-23,86.56736111111111
2018-02-24,57.60277777777778
2018-02-25,24.173263888888886
2018-02-26,28.26111111111111
2018-02-27,46.35381944444445
2018-02-28,65.1125
2018-03-01,41.98020833333333
2018-03-02,23.315972222222225
2018-03-03,20.630902777777777
2018-03-04,47.513194444444444
2018-03-05,52.07673611111111
2018-03-06,74.61354166666666
2018-03-07,74.94340277777778
2018-03-08,54.14618055555556
2018-03-09,49.42881944444445
2018-03-10,27.34861111111111
2018-03-11,40.690625000000004
2018-03-12,36.62291666666666
2018-03-13,43.94166666666666
2018-03-14,26.110763888888886
2018-03-15,13.009722222222223
2018-03-16,46.0875
2018-03-17,76.22534722222223
2018-03-18,58.593402777777776
2018-03-19,32.3875
2018-03-20,39.97569444444444
2018-03-21,53.94027777777777
2018-03-22,22.34826388888889
2018-03-23,33.44965277777778
2018-03-24,71.91493055555556
2018-03-25,74.72048611111111
2018-03-26,29.95
2018-03-27,59.76666666666667
2018-03-28,34.31319444444444
2018-03-29,14.48576388888889
2018-03-30,18.820138888888888
2018-03-31,30.453125
2018-04-01,20.365624999999998
2018-04-02,29.40347222222222
2018-04-03,35.675694444444446
2018-04-04,32.089930555555554
2018-04-05,15.000347222222222
2018-04-06,33.73854166666667
2018-04-07,35.528819444444444
2018-04-08,39.46458333333333
2018-04-09,56.68159722222222
2018-04-10,49.21736111111111
2018-04-11,67.42465277777778
2018-04-12,24.509722222222223
2018-04-13,50.85659722222223
2018-04-14,75.4173611111111
2018-04-15,70.22118055555556
2018-04-16,42.89965277777778
2018-04-17,41.221875000000004
2018-04-18,31.95138888888889
2018-04-19,23.66076388888889
2018-04-20,37.85659722222222
2018-04-21,20.760069444444444
2018-04-22,22.24020138888889
2018-04-23,64.01006944444444
2018-04-24,15.470486111111112
2018-04-25,7.686805555555556
2018-04-26,14.511111111111111
2018-04-27,39.17847222222222
2018-04-28,29.597569444444446
2018-04-29,57.10520833333334
2018-04-30,45.958333333333336
2018-05-01,42.863194444444446
2018-05-02,58.37916666666666
2018-05-03,65.53784722222223
2018-05-04,59.13090277777778
2018-05-05,1.8072916666666667
2018-05-06,30.860069444444445
2018-05-07,59.20520833333333
2018-05-08,6.395833333333333
2018-05-09,22.21388888888889
2018-05-10,72.72013888888888
2018-05-11,64.45381944444445
2018-05-12,51.64166666666667
2018-05-13,18.66840277777778
2018-05-14,17.648611111111112
2018-05-15,21.118750000000002
2018-05-16,47.42048611111111
2018-05-17,38.43263888888889
2018-05-18,19.43715277777778
2018-05-19,5.111111111111112
2018-05-20,7.119791666666667
2018-05-21,41.4625
2018-05-22,33.79236111111111
2018-05-23,7.967708333333333
2018-05-24,58.04965277777777
2018-05-25,73.28506944444445
2018-05-26,85.30729166666667
2018-05-27,77.64965277777777
2018-05-28,85.17951388888889
2018-05-29,87.05173611111111
2018-05-30,37.12777777777777
2018-05-31,26.197569444444444
2018-06-01,47.590624999999996
2018-06-02,12.905902777777778
2018-06-03,6.734722222222222
2018-06-04,5.114236111111111
2018-06-05,27.64548611111111
2018-06-06,64.21006944444444
2018-06-07,76.64722222222223
2018-06-08,43.91423611111111
2018-06-09,6.926041666666666
2018-06-10,64.87916666666666
2018-06-11,76.1763888888889
2018-06-12,52.04097222222222
2018-06-13,64.84340277777777
2018-06-14,69.6607638888889
2018-06-15,71.28645833333333
2018-06-16,83.22569444444444
2018-06-17,49.08472222222222
2018-06-18,15.261458333333332
2018-06-19,33.07604166666666
2018-06-20,19.615972222222222
2018-06-21,1.1881944444444443
2018-06-22,12.491319444444445
2018-06-23,2.6180555555555554
2018-06-24,25.295486111111114
2018-06-25,31.315625
2018-06-26,27.960416666666664
2018-06-27,3.206597222222222
2018-06-28,22.042708333333334
2018-06-29,71.55624999999999
2018-06-30,17.005555555555556
2018-07-01,5.211805555555556
2018-07-02,45.09236111111111
2018-07-03,83.09305555555555
2018-07-04,82.97916666666667
2018-07-05,76.78055555555555
2018-07-06,71.03125
2018-07-07,81.16423611111111
2018-07-08,60.34791666666666
2018-07-09,11.173611111111109
2018-07-10,18.534701388888887
2018-07-11,23.083333333333332
2018-07-12,14.510763888888889
2018-07-13,4.644097222222222
2018-07-14,54.12395833333333
2018-07-15,83.64895833333334
2018-07-16,58.375
2018-07-17,65.61874999999999
2018-07-18,56.01215277777778
2018-07-19,74.81944444444444
2018-07-20,41.665277777777774
2018-07-21,28.994791666666668
2018-07-22,84.95659722222221
2018-07-23,77.47222222222221
2018-07-24,70.83854166666667
2018-07-25,6.017361111111112
2018-07-26,32.996180555555554
2018-07-27,46.88854166666667
2018-07-28,36.24722222222223
2018-07-29,76.11006944444445
2018-07-30,64.075
2018-07-31,58.39131944444444
2018-08-01,23.878125
2018-08-02,74.03888888888889
2018-08-03,69.78298611111111
2018-08-04,74.02326388888889
2018-08-05,79.43958333333333
2018-08-06,90.32951388888888
2018-08-07,75.79201388888889
2018-08-08,57.52152777777778
2018-08-09,49.78402777777777
2018-08-10,91.075
2018-08-11,81.27604166666667
2018-08-12,46.56736111111112
2018-08-13,27.12534722222222
2018-08-14,53.82534722222223
2018-08-15,73.23993055555556
2018-08-16,15.792361111111111
2018-08-17,42.601388888888884
2018-08-18,72.84548611111111
2018-08-19,55.69618055555555
2018-08-20,3.5638888888888887
2018-08-21,6.857638888888889
2018-08-22,57.79618055555556
2018-08-23,83.42916666666666
2018-08-24,73.55
2018-08-25,44.75555555555555
2018-08-26,11.902083333333332
2018-08-27,29.60625
2018-08-28,50.34375
2018-08-29,91.371875
2018-08-30,66.16319444444444
2018-08-31,77.61701388888889
2018-09-01,36.313541666666666
2018-09-02,7.148263888888889
2018-09-03,26.588541666666668
2018-09-04,21.73159722222222
2018-09-05,76.92118055555555
2018-09-06,47.370138888888896
2018-09-07,8.223263888888889
2018-09-08,19.849305555555556
2018-09-09,44.04409722222223
2018-09-10,11.370833333333332
2018-09-11,67.91111111111111
2018-09-12,38.54601736111111
2018-09-13,7.6038194444444445
2018-09-14,66.94513888888889
2018-09-15,78.17534722222221
2018-09-16,11.333680555555555
2018-09-17,65.98402777777777
2018-09-18,55.573263888888896
2018-09-19,47.238194444444446
2018-09-20,15.642361111111112
2018-09-21,2.792013888888889
2018-09-22,11.154166666666667
2018-09-23,26.646527777777777
2018-09-24,57.765625
2018-09-25,36.981249999999996
2018-09-26,28.972222222222225
2018-09-27,24.200347222222224
2018-09-28,37.44618055555556
2018-09-29,28.254166666666666
2018-09-30,80.96666666666667
2018-10-01,63.131944444444436
2018-10-02,74.37326388888889
2018-10-03,24.636805555555554
2018-10-04,46.31666666666666
2018-10-05,35.766666666666666
2018-10-06,27.328125
2018-10-07,35.125
2018-10-08,62.49861111111111
2018-10-09,57.02222222222222
2018-10-10,27.614930555555556
2018-10-11,38.16979166666667
2018-10-12,45.1875
2018-10-13,41.04097222222222
2018-10-14,79.43055555555556
2018-10-15,80.69409722222223
2018-10-16,74.09097222222222
2018-10-17,50.407986111111114
2018-10-18,9.32013888888889
2018-10-19,78.84027777777779
2018-10-20,56.921875
2018-10-21,16.429861111111112
2018-10-22,60.68888888888889
2018-10-23,52.861805555555556
2018-10-24,52.55451388888889
2018-10-25,33.408208333333334
2018-10-26,18.868750000000002
2018-10-27,9.521527777777777
2018-10-28,14.77361111111111
2018-10-29,8.188888888888888
2018-10-30,17.34826388888889
2018-10-31,44.17916666666667
2018-11-01,56.455555555555556
2018-11-02,67.31006944444444
2018-11-03,21.714930555555554
2018-11-04,40.363194444444446
2018-11-05,41.838541666666664
2018-11-06,56.548611111111114
2018-11-07,54.65277777777778
2018-11-08,6.297222222222222
2018-11-09,17.814583333333335
2018-11-10,28.012152777777775
2018-11-11,46.807638888888896
2018-11-12,33.72361111111111
2018-11-13,25.539930555555557
2018-11-14,28.985763888888886
2018-11-15,24.764236111111114
2018-11-16,33.44583333333333
2018-11-17,43.036111111111104
2018-11-18,38.137499999999996
2018-11-19,48.88090277777778
2018-11-20,27.04201388888889
2018-11-21,69.39166666666667
2018-11-22,82.94409722222223
2018-11-23,24.63576388888889
2018-11-24,53.404513888888886
2018-11-25,18.745833333333334
2018-11-26,13.401388888888889
2018-11-27,34.078125
2018-11-28,53.53784722222222
2018-11-29,10.980555555555556
2018-11-30,8.094097222222222
2018-12-01,74.75798611111111
2018-12-02,73.32777777777777
2018-12-03,22.627430555555552
2018-12-04,13.280208333333334
2018-12-05,40.17534722222222
2018-12-06,36.95729166666667
2018-12-07,60.19861111111111
2018-12-08,41.01840277777778
2018-12-09,51.81527777777777
2018-12-10,49.984375
2018-12-11,32.570138888888884
2018-12-12,20.381249999999998
2018-12-13,76.71111111111111
2018-12-14,75.34166666666667
2018-12-15,22.080902777777776
2018-12-16,20.668055555555558
2018-12-17,19.41736111111111
2018-12-18,56.93680555555556
2018-12-19,70.42916666666666
2018-12-20,47.68090277777778
2018-12-21,64.79027777777777
2018-12-22,35.87152777777778
2018-12-23,30.652430555555554
2018-12-24,23.335763888888888
2018-12-25,41.76631944444444
2018-12-26,49.42881944444445
2018-12-27,79.17743055555555
2018-12-28,80.51006944444444
2018-12-29,28.988541666666666
2018-12-30,11.05486111111111
2018-12-31,27.677083333333332
