,SNOWNTH1
2018-08-04,105.52118055555555
2018-08-05,113.4826388888889
2018-08-06,108.06284722222222
2018-08-07,93.69791666666667
2018-08-08,65.82118055555556
2018-08-09,78.30069444444445
2018-08-10,91.22569444444444
2018-08-11,81.57152777777777
2018-08-12,38.442708333333336
2018-08-13,9.21875
2018-08-14,98.72465277777776
2018-08-15,85.83333333333333
2018-08-16,15.921875
2018-08-17,65.52152777777778
2018-08-18,94.47812499999999
2018-08-19,46.846180555555556
2018-08-20,4.261111111111111
2018-08-21,11.346874999999999
2018-08-22,72.73298611111112
2018-08-23,70.67569444444445
2018-08-24,68.76805555555556
2018-08-25,28.06527777777778
2018-08-26,11.754861111111111
2018-08-27,27.32326388888889
2018-08-28,34.351388888888884
2018-08-29,73.69965277777779
2018-08-30,63.19652777777778
2018-08-31,121.39340277777778
2018-09-01,33.01006944444445
2018-09-02,18.553124999999998
2018-09-03,16.177083333333332
2018-09-04,14.471180555555556
2018-09-05,107.6232638888889
2018-09-06,71.01076388888889
2018-09-07,3.601388888888889
2018-09-08,29.52881944444444
2018-09-09,37.439930555555556
2018-09-10,24.240972222222222
2018-09-11,102.13055555555555
2018-09-12,40.15208333333333
2018-09-13,26.645833333333332
2018-09-14,115.57013888888889
2018-09-15,105.38680555555555
2018-09-16,9.03125
2018-09-17,85.81284722222222
2018-09-18,66.34201388888889
2018-09-19,48.91388888888889
2018-09-20,12.35138888888889
2018-09-21,6.029513888888889
2018-09-22,38.197916666666664
2018-09-23,48.83715277777778
2018-09-24,57.72013888888889
2018-09-25,19.241666666666667
2018-09-26,29.797569444444445
2018-09-27,21.162499999999998
2018-09-28,31.302430555555556
2018-09-29,34.570486111111116
2018-09-30,43.92395833333333
2018-10-01,48.42326388888889
2018-10-02,78.11527777777778
2018-10-03,58.625
2018-10-04,106.95555555555556
2018-10-05,38.62430555555556
2018-10-06,20.45534027777778
2018-10-07,15.334618055555554
2018-10-08,79.35243055555556
2018-10-09,46.88645833333334
2018-10-10,99.22951388888889
2018-10-11,48.27048611111112
2018-10-12,33.63784722222223
2018-10-13,44.151041666666664
2018-10-14,92.55555555555556
2018-10-15,113.44270833333333
2018-10-16,114.08645833333333
2018-10-17,54.51111111111111
2018-10-18,6.833333333333333
2018-10-19,88.51006944444445
2018-10-20,36.76423611111111
2018-10-21,15.186111111111112
2018-10-22,96.01875
2018-10-23,35.55034722222222
2018-10-24,42.01875
2018-10-25,45.095486111111114
2018-10-26,36.814930555555556
2018-10-27,16.09409722222222
2018-10-28,15.100694444444445
2018-10-29,8.776736111111111
2018-10-30,23.07013888888889
2018-10-31,23.456597222222225
2018-11-01,83.68819444444445
2018-11-02,55.69965277777778
2018-11-03,20.055208333333333
2018-11-04,26.415277777777778
2018-11-05,32.188541666666666
2018-11-06,47.17256944444444
2018-11-07,64.6396875
2018-11-08,8.438194444444443
2018-11-09,35.60104166666667
2018-11-10,30.163194444444443
2018-11-11,23.808680555555554
2018-11-12,56.31145833333333
2018-11-13,38.86527777777778
2018-11-14,26.884722222222223
2018-11-15,42.55902777777778
2018-11-16,45.95590277777777
2018-11-17,90.50138888888888
2018-11-18,22.59097222222222
2018-11-19,92.62673611111113
2018-11-20,23.462500000000002
2018-11-21,102.34965277777779
2018-11-22,105.87222222222222
2018-11-23,27.571527777777778
2018-11-24,42.916666666666664
2018-11-25,40.59201388888889
2018-11-26,27.677777777777777
2018-11-27,38.96215277777778
2018-11-28,66.39861111111111
2018-11-29,22.958680555555556
2018-11-30,12.018749999999999
2018-12-01,102.82569444444444
2018-12-02,79.88333333333334
2018-12-03,22.92222222222222
2018-12-04,17.688541666666666
2018-12-05,23.400347222222223
2018-12-06,36.584375
2018-12-07,99.77291666666667
2018-12-08,71.75347222222221
2018-12-09,33.98368055555556
2018-12-10,105.734375
2018-12-11,27.263888888888886
2018-12-12,32.281597222222224
2018-12-13,102.85520833333334
2018-12-14,116.70798611111111
2018-12-15,30.71111111111111
2018-12-16,36.52708333333333
2018-12-17,45.97291666666666
2018-12-18,65.12395833333333
2018-12-19,83.49201388888889
2018-12-20,109.39965277777777
2018-12-21,92.24409722222221
2018-12-22,56.59479166666667
2018-12-23,20.945138888888888
2018-12-24,40.95659722222222
2018-12-25,53.581944444444446
2018-12-26,47.800694444444446
2018-12-27,77.30208333333333
2018-12-28,71.6361111111111
2018-12-29,33.081250000000004
2018-12-30,79.93506944444444
2018-12-31,54.880208333333336
