,ARWF1
2018-08-03,126.69722222222221
2018-08-04,113.97569444444444
2018-08-05,185.5
2018-08-06,92.02986111111112
2018-08-07,84.93368055555555
2018-08-08,83.89652777777778
2018-08-09,104.04131944444445
2018-08-10,184.65625
2018-08-11,43.23888888888889
2018-08-12,24.51770833333333
2018-08-13,28.81736111111111
2018-08-14,127.39027777777778
2018-08-15,124.74027777777779
2018-08-16,9.631597222222222
2018-08-17,86.13055555555555
2018-08-18,96.22604166666667
2018-08-19,167.58958333333334
2018-08-20,44.541666666666664
2018-08-21,28.784375
2018-08-22,1.8909722222222223
2018-08-23,14.994097222222223
2018-08-24,12.150347222222223
2018-08-25,7.971875
2018-08-26,55.49583333333334
2018-08-27,77.68506944444444
2018-08-28,4.821527777777778
2018-08-29,16.307291666666668
2018-08-30,153.89930555555557
2018-08-31,72.11041666666667
2018-09-01,67.64548611111111
2018-09-02,24.25451388888889
2018-09-03,37.606944444444444
2018-09-04,37.40451388888889
2018-09-05,156.42395833333333
2018-09-06,148.55659722222222
2018-09-07,19.450694444444444
2018-09-08,42.56388888888889
2018-09-09,29.084374999999998
2018-09-10,6.698159722222222
2018-09-11,150.68958333333333
2018-09-12,51.067708333333336
2018-09-13,34.93926388888889
2018-09-14,136.60972222222222
2018-09-15,138.20624999999998
2018-09-16,16.197569444444444
2018-09-17,106.43541666666665
2018-09-18,108.58993055555555
2018-09-19,29.17809027777778
2018-09-20,8.006597222222222
2018-09-21,2.214236111111111
2018-09-22,19.624305555555555
2018-09-23,101.55312500000001
2018-09-24,108.76875
2018-09-25,66.27499999999999
2018-09-26,20.502777777777776
2018-09-27,82.05806597222222
2018-09-28,40.838541666666664
2018-09-29,43.178125
2018-09-30,0.9086805555555554
2018-10-01,17.913888888888888
2018-10-02,83.75347222222221
2018-10-03,12.463888888888889
2018-10-04,159.13576388888887
2018-10-05,56.34270833333334
2018-10-06,15.614236111111111
2018-10-07,33.21666666666667
2018-10-08,26.65173611111111
2018-10-09,75.94375000000001
2018-10-10,174.15937499999998
2018-10-11,35.33680555555556
2018-10-12,24.87465277777778
2018-10-13,76.08715277777777
2018-10-14,164.04409722222223
2018-10-15,204.16180555555556
2018-10-16,148.1295138888889
2018-10-17,35.765277777777776
2018-10-18,22.19861111111111
2018-10-19,108.48854166666666
2018-10-20,115.25381944444445
2018-10-21,3.3166666666666664
2018-10-22,106.590625
2018-10-23,118.79479166666665
2018-10-24,48.72673611111111
2018-10-25,43.23029861111112
2018-10-26,63.48773958333334
2018-10-27,121.14791666666667
2018-10-28,66.31041666666667
2018-10-29,40.45520833333333
2018-10-30,26.052777777777777
2018-10-31,15.052430555555555
2018-11-01,85.27499999999999
2018-11-02,127.46006944444444
2018-11-03,50.36631944444445
2018-11-04,16.277083333333334
2018-11-05,67.46736111111112
2018-11-06,39.451388888888886
2018-11-07,57.09479166666667
2018-11-08,19.40763888888889
2018-11-09,30.56493055555556
2018-11-10,17.421180555555555
2018-11-11,13.769097222222221
2018-11-12,56.98159722222223
2018-11-13,59.57604166666667
2018-11-14,47.01458333333333
2018-11-15,65.65021875000001
2018-11-16,60.13923611111111
2018-11-17,132.3795138888889
2018-11-18,34.38368055555555
2018-11-19,85.10277777777777
2018-11-20,56.90590277777778
2018-11-21,55.31666666666667
2018-11-22,122.28750000000001
2018-11-23,191.57430555555553
2018-11-24,114.67291666666667
2018-11-25,87.20937500000001
2018-11-26,41.47673611111111
2018-11-27,69.98958333333333
2018-11-28,137.78993055555554
2018-11-29,57.05243055555556
2018-11-30,36.26701388888889
2018-12-01,121.98993055555555
2018-12-02,101.63819444444444
2018-12-03,96.74583333333334
2018-12-04,48.169444444444444
2018-12-05,7.909722222222221
2018-12-06,53.756298611111106
2018-12-07,122.50902777777777
2018-12-08,63.95451388888889
2018-12-09,24.802083333333332
2018-12-10,71.16319444444444
2018-12-11,20.96701388888889
2018-12-12,55.90833333333333
2018-12-13,112.77604166666667
2018-12-14,42.907986111111114
2018-12-15,28.740277777777777
2018-12-16,12.367708333333333
2018-12-17,59.67847222222222
2018-12-18,54.045138888888886
2018-12-19,4.311197916666667
2018-12-20,104.19652777777777
2018-12-21,171.56631944444442
2018-12-22,93.36944444444445
2018-12-23,9.907638888888888
2018-12-24,39.748958333333334
2018-12-25,50.08090277777777
2018-12-26,20.350694444444443
2018-12-27,81.97013888888888
2018-12-28,81.67708333333333
2018-12-29,43.44409722222222
2018-12-30,57.547222222222224
2018-12-31,54.50208333333333
