,LKBONNY2
2018-01-01,26.995918439716313
2018-01-02,37.833326388888885
2018-01-03,19.52457638888889
2018-01-04,6.6918645833333334
2018-01-05,5.261798611111112
2018-01-06,73.84732291666667
2018-01-07,20.26764236111111
2018-01-08,16.120673611111112
2018-01-09,45.50535763888889
2018-01-10,27.17047222222222
2018-01-11,20.128486111111112
2018-01-12,67.94970486111112
2018-01-13,82.58751736111111
2018-01-14,21.055756944444443
2018-01-15,45.97267361111111
2018-01-16,58.36229861111111
2018-01-17,18.318625
2018-01-18,62.03787152777778
2018-01-19,36.779694444444445
2018-01-20,72.28933680555555
2018-01-21,24.40554861111111
2018-01-22,17.599017361111112
2018-01-23,15.724003472222222
2018-01-24,26.436152777777778
2018-01-25,37.898201388888886
2018-01-26,33.97799305555555
2018-01-27,13.057069444444444
2018-01-28,33.532604166666665
2018-01-29,49.229982638888885
2018-01-30,63.35384722222222
2018-01-31,61.986812500000006
2018-02-01,89.53953472222223
2018-02-02,89.63510763888888
2018-02-03,90.43334027777779
2018-02-04,60.70373611111111
2018-02-05,55.12417013888889
2018-02-06,36.31061111111111
2018-02-07,2.903642361111111
2018-02-08,29.303399305555555
2018-02-09,20.20998611111111
2018-02-10,48.91188888888889
2018-02-11,22.829069444444446
2018-02-12,15.343222222222222
2018-02-13,16.428788194444444
2018-02-14,101.40797222222223
2018-02-15,55.021621527777775
2018-02-16,15.147961805555555
2018-02-17,6.894013888888889
2018-02-18,5.592503472222222
2018-02-19,111.12361111111112
2018-02-20,56.096857638888885
2018-02-21,20.00603472222222
2018-02-22,15.215086805555556
2018-02-23,20.543892361111112
2018-02-24,31.00714236111111
2018-02-25,50.11896180555556
2018-02-26,33.84629861111111
2018-02-27,49.4056875
2018-02-28,104.56479513888888
2018-03-01,19.243704861111112
2018-03-02,14.336253472222223
2018-03-03,25.493378472222222
2018-03-04,10.473927083333333
2018-03-05,23.325586805555556
2018-03-06,78.5680625
2018-03-07,47.91320138888889
2018-03-08,25.07423611111111
2018-03-09,18.92112152777778
2018-03-10,48.65051388888889
2018-03-11,39.01455555555555
2018-03-12,27.102972222222224
2018-03-13,18.426850694444443
2018-03-14,10.790347222222223
2018-03-15,8.12942013888889
2018-03-16,13.28453472222222
2018-03-17,79.18894444444445
2018-03-18,116.12224305555556
2018-03-19,97.64729861111111
2018-03-20,64.18950347222223
2018-03-21,99.29048958333334
2018-03-22,61.04565625
2018-03-23,53.381166666666665
2018-03-24,3.545381944444444
2018-03-25,0.0
2018-03-26,0.0
2018-03-27,6.374225694444444
2018-03-28,39.4528125
2018-03-29,39.15065277777778
2018-03-30,29.389031250000002
2018-03-31,6.098701388888888
2018-04-01,14.35225
2018-04-02,33.751694444444446
2018-04-03,5.603888888888889
2018-04-04,3.9271770833333335
2018-04-05,2.806628472222222
2018-04-06,2.5408229166666665
2018-04-07,9.786649305555555
2018-04-08,44.40778125
2018-04-09,9.897493055555556
2018-04-10,32.20484722222222
2018-04-11,66.60920138888889
2018-04-12,43.140611111111106
2018-04-13,69.56554166666668
2018-04-14,117.53644097222222
2018-04-15,107.34469791666668
2018-04-16,88.67219097222223
2018-04-17,10.55086111111111
2018-04-18,20.43895486111111
2018-04-19,11.56479513888889
2018-04-20,17.618086805555556
2018-04-21,22.478475694444445
2018-04-22,19.883038194444445
2018-04-23,10.617590277777778
2018-04-24,38.80272222222222
2018-04-25,23.37006597222222
2018-04-26,22.924843749999997
2018-04-27,9.062822916666667
2018-04-28,21.52371527777778
2018-04-29,2.0703888888888886
2018-04-30,-0.4307152777777777
2018-05-01,24.954375
2018-05-02,55.211444444444446
2018-05-03,61.894868055555555
2018-05-04,130.02221527777778
2018-05-05,102.02982986111111
2018-05-06,22.586711805555556
2018-05-07,96.63287847222222
2018-05-08,7.917170138888888
2018-05-09,88.10624652777778
2018-05-10,118.49058680555555
2018-05-11,134.73696180555555
2018-05-12,39.19926736111111
2018-05-13,8.488295138888889
2018-05-14,0.6570555555555556
2018-05-15,30.85842361111111
2018-05-16,13.19270486111111
2018-05-17,77.46865625
2018-05-18,36.24307291666667
2018-05-19,23.393486111111113
2018-05-20,92.93813194444444
2018-05-21,126.10807638888889
2018-05-22,66.7326423611111
2018-05-23,20.32434375
2018-05-24,4.789993055555556
2018-05-25,6.886034722222223
2018-05-26,51.05886458333333
2018-05-27,75.75572222222222
2018-05-28,68.09592013888889
2018-05-29,67.56290277777778
2018-05-30,110.42122222222223
2018-05-31,15.184461805555557
2018-06-01,11.948385416666667
2018-06-02,2.470878472222222
2018-06-03,4.0595034722222225
2018-06-04,10.227284722222223
2018-06-05,13.47118402777778
2018-06-06,59.118996527777774
2018-06-07,113.90400694444445
2018-06-08,46.364121527777776
2018-06-09,-0.3796979166666667
2018-06-10,14.636975694444445
2018-06-11,100.02439930555556
2018-06-12,104.36290972222223
2018-06-13,93.23624652777778
2018-06-14,96.41978472222222
2018-06-15,125.76117361111112
2018-06-16,86.8163125
2018-06-17,114.08554166666666
2018-06-18,7.900538194444445
2018-06-19,8.89945138888889
2018-06-20,44.28787152777778
2018-06-21,1.8747187500000002
2018-06-22,25.058618055555556
2018-06-23,12.422684027777779
2018-06-24,-0.05124305555555545
2018-06-25,-0.7881215277777778
2018-06-26,1.8571527777777777
2018-06-27,3.641388888888889
2018-06-28,11.629152777777778
2018-06-29,71.21592361111111
2018-06-30,53.39955555555556
2018-07-01,14.434656250000002
2018-07-02,56.68310416666667
2018-07-03,119.50469097222224
2018-07-04,89.93030902777777
2018-07-05,89.03377083333334
2018-07-06,110.37509027777777
2018-07-07,122.83332291666666
2018-07-08,116.36317013888889
2018-07-09,22.69136111111111
2018-07-10,16.910576388888888
2018-07-11,62.25796180555556
2018-07-12,4.585274305555555
2018-07-13,6.2881527777777775
2018-07-14,53.444631944444446
2018-07-15,24.299187500000002
2018-07-16,93.92914583333334
2018-07-17,119.11525347222222
2018-07-18,109.37639583333333
2018-07-19,87.47605902777777
2018-07-20,120.38367013888889
2018-07-21,27.503114583333332
2018-07-22,56.60566666666667
2018-07-23,68.68280208333333
2018-07-24,72.5684548611111
2018-07-25,49.62849305555556
2018-07-26,8.799156250000001
2018-07-27,3.1751180555555556
2018-07-28,4.385586805555555
2018-07-29,57.95047569444444
2018-07-30,60.85673263888889
2018-07-31,85.05708680555556
2018-08-01,25.911892361111114
2018-08-02,97.61621180555555
2018-08-03,84.13917708333334
2018-08-04,91.68255902777777
2018-08-05,85.260375
2018-08-06,81.63932638888889
2018-08-07,102.086875
2018-08-08,59.74140972222222
2018-08-09,66.69888541666667
2018-08-10,26.886194444444445
2018-08-11,70.78127083333332
2018-08-12,120.78159722222222
2018-08-13,123.73614930555556
2018-08-14,94.82471527777778
2018-08-15,131.18766666666667
2018-08-16,59.450302083333334
2018-08-17,75.45194097222222
2018-08-18,115.44266666666665
2018-08-19,86.67859375
2018-08-20,92.4065798611111
2018-08-21,29.35519791666667
2018-08-22,14.990625
2018-08-23,47.157631944444454
2018-08-24,3.4962708333333334
2018-08-25,-0.09531597222222216
2018-08-26,42.14725694444444
