,NBHWF1
2018-08-04,96.63611111111112
2018-08-05,98.83784722222224
2018-08-06,104.13715277777777
2018-08-07,104.96145833333333
2018-08-08,82.90069444444444
2018-08-09,63.40173611111111
2018-08-10,113.81944444444444
2018-08-11,104.24895833333333
2018-08-12,66.09375
2018-08-13,34.49930555555556
2018-08-14,70.5670138888889
2018-08-15,97.43854166666667
2018-08-16,24.641319444444445
2018-08-17,62.50659722222222
2018-08-18,96.37465277777778
2018-08-19,62.60347222222222
2018-08-20,5.482291666666668
2018-08-21,11.535416666666668
2018-08-22,69.04479166666667
2018-08-23,102.31493055555556
2018-08-24,107.87013888888889
2018-08-25,56.59375
2018-08-26,10.295833333333333
2018-08-27,43.578125
2018-08-28,60.136805555555554
2018-08-29,113.81840277777779
2018-08-30,90.07465277777777
2018-08-31,102.3170138888889
2018-09-01,56.30659722222222
2018-09-02,8.57638888888889
2018-09-03,23.051041666666666
2018-09-04,20.669791666666665
2018-09-05,99.24236111111111
2018-09-06,74.16423611111111
2018-09-07,10.550694444444444
2018-09-08,28.888194444444448
2018-09-09,67.85416666666667
2018-09-10,11.653472222222222
2018-09-11,92.33611111111111
2018-09-12,50.030902777777776
2018-09-13,5.490972222222222
2018-09-14,85.88854166666665
2018-09-15,67.57187499999999
2018-09-16,10.21875
2018-09-17,83.47118055555556
2018-09-18,78.40868055555556
2018-09-19,58.18298611111111
2018-09-20,22.626388888888886
2018-09-21,0.6489583333333333
2018-09-22,19.186805555555555
2018-09-23,24.15902777777778
2018-09-24,63.94513888888889
2018-09-25,39.00277777777777
2018-09-26,28.46423611111111
2018-09-27,36.05902777777778
2018-09-28,44.046527777777776
2018-09-29,34.02013888888889
2018-09-30,85.28680555555555
2018-10-01,76.46458333333334
2018-10-02,97.66805555555555
2018-10-03,22.86423611111111
2018-10-04,62.72083333333333
2018-10-05,37.550694444444446
2018-10-06,28.09166666666667
2018-10-07,39.748958333333334
2018-10-08,76.72812499999999
2018-10-09,68.37708333333333
2018-10-10,46.661458333333336
2018-10-11,44.94895833333334
2018-10-12,59.48333333333334
2018-10-13,62.417013888888896
2018-10-14,101.72291666666666
2018-10-15,93.27847222222222
2018-10-16,107.60520833333334
2018-10-17,67.22395833333333
2018-10-18,4.855902777777778
2018-10-19,96.83923611111112
2018-10-20,65.17152777777777
2018-10-21,15.411458333333334
2018-10-22,79.30555555555556
2018-10-23,54.61006944444444
2018-10-24,66.22013888888888
2018-10-25,48.05520833333333
2018-10-26,17.436111111111114
2018-10-27,8.18125
2018-10-28,7.951736111111111
2018-10-29,12.103125
2018-10-30,24.001041666666666
2018-10-31,44.26145833333333
2018-11-01,80.25243055555556
2018-11-02,84.13645833333334
2018-11-03,29.774305555555557
2018-11-04,46.63645833333334
2018-11-05,51.48576388888889
2018-11-06,74.94548611111111
2018-11-07,73.42569444444445
2018-11-08,4.241319444444445
2018-11-09,25.85729166666667
2018-11-10,36.48611111111111
2018-11-11,49.05763888888888
2018-11-12,49.71111111111111
2018-11-13,33.507986111111116
2018-11-14,30.95277777777778
2018-11-15,25.1125
2018-11-16,34.69548611111111
2018-11-17,50.22222222222222
2018-11-18,48.206250000000004
2018-11-19,59.59791666666666
2018-11-20,33.871180555555554
2018-11-21,90.690625
2018-11-22,106.42951388888889
2018-11-23,34.345486111111114
2018-11-24,50.095486111111114
2018-11-25,20.702083333333334
2018-11-26,16.825694444444444
2018-11-27,43.54826388888889
2018-11-28,62.02465277777778
2018-11-29,14.64861111111111
2018-11-30,9.094791666666667
2018-12-01,100.81388888888888
2018-12-02,79.46041666666666
2018-12-03,34.97708333333333
2018-12-04,12.310763888888891
2018-12-05,46.2875
2018-12-06,40.63368055555556
2018-12-07,79.71770833333333
2018-12-08,48.423611111111114
2018-12-09,60.97638888888889
2018-12-10,63.19343055555555
2018-12-11,38.096180555555556
2018-12-12,30.804513888888888
2018-12-13,94.31319444444445
2018-12-14,94.39548611111111
2018-12-15,24.370833333333334
2018-12-16,23.87951388888889
2018-12-17,24.256944444444443
2018-12-18,68.86145833333333
2018-12-19,90.13819444444444
2018-12-20,61.15972222222222
2018-12-21,74.49861111111112
2018-12-22,50.22465277777778
2018-12-23,26.921875
2018-12-24,29.96909722222222
2018-12-25,43.97326388888889
2018-12-26,60.26284722222223
2018-12-27,88.12638888888888
2018-12-28,90.76180555555555
2018-12-29,24.776041666666668
2018-12-30,12.392013888888888
2018-12-31,28.835416666666664
