,WOODLWN1
2018-07-24,45.065875
2018-07-25,42.90415625
2018-07-26,25.576375
2018-07-27,15.567586805555555
2018-07-28,7.56034375
2018-07-29,36.449625000000005
2018-07-30,43.0146875
2018-07-31,46.07590625
2018-08-01,31.92267361111111
2018-08-02,2.3558125000000003
2018-08-03,24.178749999999997
2018-08-04,42.491
2018-08-05,20.369218749999998
2018-08-06,39.85679513888889
2018-08-07,45.321031250000004
2018-08-08,43.09890625
2018-08-09,16.690086805555556
2018-08-10,27.05740625
2018-08-11,42.34515625
2018-08-12,40.115249999999996
2018-08-13,44.56067708333333
2018-08-14,40.75746875
2018-08-15,45.158500000000004
2018-08-16,37.03525
2018-08-17,22.8846875
2018-08-18,43.6493125
2018-08-19,39.488687500000005
2018-08-20,19.4119375
2018-08-21,44.91653125
2018-08-22,11.51321875
2018-08-23,3.5190937499999997
2018-08-24,9.11984375
2018-08-25,8.084
2018-08-26,4.08478125
2018-08-27,3.2358437500000004
2018-08-28,0.20662499999999998
2018-08-29,6.33759375
2018-08-30,1.7884375
2018-08-31,28.118312500000002
2018-09-01,43.973406250000004
2018-09-02,9.05815625
2018-09-03,27.29940625
2018-09-04,18.20534375
2018-09-05,8.903375
2018-09-06,10.1920625
2018-09-07,19.011374999999997
2018-09-08,7.84871875
2018-09-09,39.5581875
2018-09-10,9.03146875
2018-09-11,20.502468750000002
2018-09-12,31.83371875
2018-09-13,0.87725
2018-09-14,13.10346875
2018-09-15,36.10728125
2018-09-16,15.80802777777778
2018-09-17,5.557625000000001
2018-09-18,27.023375
2018-09-19,35.06921875
2018-09-20,4.2173125
2018-09-21,4.6353125
2018-09-22,22.436625000000003
2018-09-23,10.63953125
2018-09-24,16.035093749999998
2018-09-25,6.735
2018-09-26,7.85771875
2018-09-27,9.16540625
2018-09-28,32.98890625
2018-09-29,19.4651875
2018-09-30,3.3016875
2018-10-01,2.9015312499999997
2018-10-02,1.07759375
2018-10-03,20.382375
2018-10-04,25.889406249999997
2018-10-05,33.996781250000005
2018-10-06,13.716687499999999
2018-10-07,17.26746875
2018-10-08,5.780125000000001
2018-10-09,10.697156249999999
2018-10-10,37.342
2018-10-11,28.08503125
2018-10-12,28.14125
2018-10-13,19.69390625
2018-10-14,29.32284375
2018-10-15,27.09075
2018-10-16,25.1694375
2018-10-17,4.83890625
2018-10-18,7.30721875
2018-10-19,13.9011875
2018-10-20,12.03871875
2018-10-21,3.38528125
2018-10-22,2.68553125
2018-10-23,18.47884375
2018-10-24,18.1915
2018-10-25,11.36578125
2018-10-26,6.575093750000001
2018-10-27,15.844999999999999
2018-10-28,7.16621875
2018-10-29,10.19446875
2018-10-30,21.51425
2018-10-31,15.394125
2018-11-01,19.16578125
2018-11-02,38.81246875
2018-11-03,38.5898125
2018-11-04,15.747781250000001
2018-11-05,26.5809375
2018-11-06,25.96921875
2018-11-07,16.95790625
2018-11-08,4.5955
2018-11-09,11.71721875
2018-11-10,5.778125
2018-11-11,10.2885625
2018-11-12,7.860375
2018-11-13,6.13075
2018-11-14,14.89784375
2018-11-15,18.48696875
2018-11-16,10.266756944444445
2018-11-17,17.69578125
2018-11-18,24.17815625
2018-11-19,7.109666666666667
2018-11-20,6.8694999999999995
2018-11-21,28.648750000000003
