,KIATAWF1
2018-08-03,23.967708333333334
2018-08-04,29.45
2018-08-05,28.310416666666665
2018-08-06,28.647569444444443
2018-08-07,27.524305555555557
2018-08-08,23.52916666666667
2018-08-09,18.524305555555557
2018-08-10,26.272222222222222
2018-08-11,22.564930555555552
2018-08-12,24.77326388888889
2018-08-13,21.735416666666666
2018-08-14,28.447222222222223
2018-08-15,29.647916666666664
2018-08-16,13.63402777777778
2018-08-17,22.555555555555557
2018-08-18,24.842361111111114
2018-08-19,22.71909722222222
2018-08-20,21.900145833333337
2018-08-21,8.564583333333333
2018-08-22,6.432986111111112
2018-08-23,18.48784722222222
2018-08-24,7.190972222222222
2018-08-25,7.466319444444444
2018-08-26,15.439583333333333
2018-08-27,10.371180555555556
2018-08-28,6.779513888888889
2018-08-29,23.733333333333334
2018-08-30,26.50763888888889
2018-08-31,20.992708333333333
2018-09-01,18.619097222222223
2018-09-02,5.753472222222222
2018-09-03,13.11736111111111
2018-09-04,18.341666666666665
2018-09-05,26.138194444444448
2018-09-06,27.677777777777777
2018-09-07,11.736697916666666
2018-09-08,12.423611111111109
2018-09-09,20.874305555555555
2018-09-10,5.4811875
2018-09-11,29.77951388888889
2018-09-12,21.509375000000002
2018-09-13,9.507309027777778
2018-09-14,26.696875000000002
2018-09-15,22.474999999999998
2018-09-16,8.479166666666666
2018-09-17,15.855902777777779
2018-09-18,26.518402777777776
2018-09-19,15.837055555555557
2018-09-20,8.178104166666666
2018-09-21,5.430555555555556
2018-09-22,9.214930555555556
2018-09-23,20.23611111111111
2018-09-24,11.780208333333334
2018-09-25,13.207461805555555
2018-09-26,12.123263888888888
2018-09-27,16.817947916666668
2018-09-28,20.042878472222224
2018-09-29,14.405208333333334
2018-09-30,4.695833333333333
2018-10-01,9.610763888888888
2018-10-02,20.524652777777778
2018-10-03,13.880902777777777
2018-10-04,29.15710069444444
2018-10-05,15.681944444444445
2018-10-06,11.950000000000001
2018-10-07,13.239131944444445
2018-10-08,14.644444444444444
2018-10-09,18.13923611111111
2018-10-10,27.526041666666668
2018-10-11,15.464930555555554
2018-10-12,23.142013888888886
2018-10-13,24.76597222222222
2018-10-14,29.546875
2018-10-15,23.582291666666666
2018-10-16,7.107291666666666
2018-10-17,16.63611111111111
2018-10-18,6.783333333333334
2018-10-19,25.49845486111111
2018-10-20,25.703125
2018-10-21,1.707638888888889
2018-10-22,23.08706944444444
2018-10-23,21.356597222222224
2018-10-24,9.71111111111111
2018-10-25,12.871315972222222
2018-10-26,14.702854166666667
2018-10-27,20.26736111111111
2018-10-28,12.387152777777779
2018-10-29,6.688149305555555
2018-10-30,8.578819444444445
2018-10-31,5.856597222222223
2018-11-01,21.943055555555556
2018-11-02,16.2185625
2018-11-03,11.435930555555556
2018-11-04,1.8347222222222221
2018-11-05,15.35798611111111
2018-11-06,14.076388888888888
2018-11-07,17.65277777777778
2018-11-08,10.856597222222222
2018-11-09,10.918750000000001
2018-11-10,5.278125
2018-11-11,7.2600694444444445
2018-11-12,19.325347222222224
2018-11-13,8.031895833333333
2018-11-14,14.268402777777778
2018-11-15,13.53617013888889
2018-11-16,12.494444444444445
2018-11-17,12.308399305555556
2018-11-18,17.08523263888889
2018-11-19,18.837152777777778
2018-11-20,11.131250000000001
2018-11-21,17.651041666666668
2018-11-22,30.561458333333334
2018-11-23,26.640625
2018-11-24,10.813194444444443
2018-11-25,12.415625
2018-11-26,7.292361111111112
2018-11-27,15.34375
2018-11-28,24.960763888888888
2018-11-29,11.46111111111111
2018-11-30,9.179166666666667
2018-12-01,22.001388888888886
2018-12-02,28.55138888888889
2018-12-03,26.863194444444446
2018-12-04,8.714583333333334
2018-12-05,7.362152777777777
2018-12-06,11.834291666666667
2018-12-07,20.043055555555554
2018-12-08,14.824305555555556
2018-12-09,5.451388888888889
2018-12-10,11.654166666666667
2018-12-11,11.27239236111111
2018-12-12,15.213392361111111
2018-12-13,24.30972222222222
2018-12-14,16.771180555555556
2018-12-15,3.123958333333333
2018-12-16,6.910763888888888
2018-12-17,12.012500000000001
2018-12-18,4.500347222222222
2018-12-19,3.3123645833333337
2018-12-20,20.89375
2018-12-21,24.571875000000002
2018-12-22,17.01111111111111
2018-12-23,4.635416666666667
2018-12-24,7.321527777777778
2018-12-25,9.864583333333334
2018-12-26,9.410795138888888
2018-12-27,13.869982638888887
2018-12-28,11.619444444444445
2018-12-29,6.711458333333334
2018-12-30,8.536805555555555
2018-12-31,9.760416666666666
