,HDWF3
2018-01-01,26.616666666666667
2018-01-02,50.83229166666666
2018-01-03,26.225694444444443
2018-01-04,40.49722222222222
2018-01-05,24.54965277777778
2018-01-06,53.09444444444444
2018-01-07,37.889583333333334
2018-01-08,24.162152777777777
2018-01-09,39.35486111111111
2018-01-10,43.459375
2018-01-11,45.71180555555555
2018-01-12,38.86076388888889
2018-01-13,64.50729166666666
2018-01-14,44.73506944444444
2018-01-15,39.68090277777778
2018-01-16,52.255208333333336
2018-01-17,29.28576388888889
2018-01-18,36.34791666666667
2018-01-19,34.42916666666667
2018-01-20,48.40625
2018-01-21,39.40069444444445
2018-01-22,26.44861111111111
2018-01-23,17.797916666666666
2018-01-24,29.567003472222222
2018-01-25,26.38611111111111
2018-01-26,44.588541666666664
2018-01-27,33.634375
2018-01-28,59.21666666666667
2018-01-29,48.098958333333336
2018-01-30,70.68090277777777
2018-01-31,80.81458333333333
2018-02-01,46.268055555555556
2018-02-02,50.223611111111104
2018-02-03,45.893750000000004
2018-02-04,23.16111111111111
2018-02-05,23.76076388888889
2018-02-06,37.13159722222222
2018-02-07,30.257986111111112
2018-02-08,51.206250000000004
2018-02-09,27.708680555555556
2018-02-10,43.39895833333333
2018-02-11,26.467361111111114
2018-02-12,15.513888888888888
2018-02-13,14.387152777777779
2018-02-14,41.699999999999996
2018-02-15,20.527083333333334
2018-02-16,17.925694444444442
2018-02-17,27.14861111111111
2018-02-18,47.32743055555556
2018-02-19,44.901041666666664
2018-02-20,44.13298611111111
2018-02-21,49.64930555555555
2018-02-22,70.828125
2018-02-23,92.97708333333333
2018-02-24,60.07465277777778
2018-02-25,25.21423611111111
2018-02-26,26.170833333333334
2018-02-27,42.67326388888889
2018-02-28,69.15451388888889
2018-03-01,39.2125
2018-03-02,23.436111111111114
2018-03-03,23.197916666666668
2018-03-04,41.656597222222224
2018-03-05,52.18298611111111
2018-03-06,76.984375
2018-03-07,82.53750000000001
2018-03-08,61.79340277777778
2018-03-09,51.63055555555555
2018-03-10,25.733680555555555
2018-03-11,40.68333333333333
2018-03-12,29.55138888888889
2018-03-13,39.30034722222222
2018-03-14,21.805555555555557
2018-03-15,12.47673611111111
2018-03-16,46.32916666666667
2018-03-17,79.94236111111111
2018-03-18,59.86354166666667
2018-03-19,33.058680555555554
2018-03-20,36.785069444444446
2018-03-21,56.74270833333333
2018-03-22,22.39826388888889
2018-03-23,34.29409722222222
2018-03-24,72.73402777777777
2018-03-25,74.89409722222221
2018-03-26,30.94027777777778
2018-03-27,57.762499999999996
2018-03-28,33.841319444444444
2018-03-29,15.53125
2018-03-30,18.882291666666667
2018-03-31,28.977430555555557
2018-04-01,19.61423611111111
2018-04-02,28.54375
2018-04-03,29.938194444444445
2018-04-04,31.789583333333336
2018-04-05,14.807291666666666
2018-04-06,34.32534722222223
2018-04-07,36.43298611111111
2018-04-08,40.84305555555556
2018-04-09,55.567708333333336
2018-04-10,50.0625
2018-04-11,67.63229166666666
2018-04-12,24.70798611111111
2018-04-13,50.34270833333333
2018-04-14,80.79201388888889
2018-04-15,72.05486111111111
2018-04-16,41.57013888888889
2018-04-17,39.31666666666667
2018-04-18,31.316666666666666
2018-04-19,21.030555555555555
2018-04-20,36.03958333333333
2018-04-21,20.78159722222222
2018-04-22,21.4375625
2018-04-23,63.16041666666667
2018-04-24,15.295138888888888
2018-04-25,7.741319444444444
2018-04-26,14.146180555555555
2018-04-27,40.429513888888884
2018-04-28,29.32083333333333
2018-04-29,53.20868055555556
2018-04-30,46.33645833333333
2018-05-01,39.419444444444444
2018-05-02,52.94826388888888
2018-05-03,67.51979166666666
2018-05-04,61.23298611111111
2018-05-05,1.8552083333333333
2018-05-06,28.886805555555554
2018-05-07,61.958333333333336
2018-05-08,5.814583333333334
2018-05-09,21.247916666666665
2018-05-10,75.56388888888888
2018-05-11,74.45208333333333
2018-05-12,47.14513888888889
2018-05-13,14.293402777777779
2018-05-14,14.849652777777777
2018-05-15,18.49652777777778
2018-05-16,47.18611111111111
2018-05-17,29.324305555555554
2018-05-18,19.71423611111111
2018-05-19,5.403819444444444
2018-05-20,7.178472222222222
2018-05-21,41.56701388888889
2018-05-22,36.16979166666667
2018-05-23,7.5093749999999995
2018-05-24,55.715624999999996
