,CLEMGPWF
2018-07-08,7.780315972222223
2018-07-09,4.253322916666667
2018-07-10,8.861364583333334
2018-07-11,3.583822916666666
2018-07-12,5.081260416666667
2018-07-13,0.32253125
2018-07-14,30.21670138888889
2018-07-15,44.19748958333333
2018-07-16,29.273732638888887
2018-07-17,38.840392361111114
2018-07-18,36.25965625
2018-07-19,34.21339583333333
2018-07-20,11.338052083333332
2018-07-21,19.215854166666666
2018-07-22,31.397506944444444
2018-07-23,34.08955208333334
2018-07-24,36.525777777777776
2018-07-25,0.6914722222222224
2018-07-26,4.745072916666667
2018-07-27,11.839263888888889
2018-07-28,9.59340625
2018-07-29,39.48719444444445
2018-07-30,29.831263888888888
2018-07-31,27.171725694444444
2018-08-01,4.01525
2018-08-02,37.764100694444444
2018-08-03,32.57136805555556
2018-08-04,41.28911458333334
2018-08-05,43.36484027777777
2018-08-06,43.36813541666667
2018-08-07,40.90991319444445
2018-08-08,28.5919375
2018-08-09,27.723760416666668
2018-08-10,40.799625
2018-08-11,36.41546180555556
2018-08-12,12.737934027777778
2018-08-13,2.2105416666666664
2018-08-14,27.523833333333332
2018-08-15,31.988774305555555
2018-08-16,3.846423611111111
2018-08-17,21.93817361111111
2018-08-18,37.425694444444446
2018-08-19,17.098076388888888
2018-08-20,0.7247222222222222
2018-08-21,4.6375625000000005
2018-08-22,19.08577777777778
2018-08-23,31.026357638888893
2018-08-24,40.20627777777778
2018-08-25,18.77487152777778
2018-08-26,7.955885416666667
2018-08-27,18.525256944444447
2018-08-28,16.680913194444447
2018-08-29,44.95608333333333
2018-08-30,31.201934027777778
2018-08-31,45.35684722222222
2018-09-01,11.94834375
2018-09-02,8.860586805555556
2018-09-03,14.867204861111112
2018-09-04,8.98565625
2018-09-05,28.364045138888887
2018-09-06,23.012958333333334
2018-09-07,1.2259305555555555
2018-09-08,6.2960972222222225
2018-09-09,12.07742013888889
2018-09-10,8.394559027777778
2018-09-11,38.54675347222222
2018-09-12,16.17337152777778
2018-09-13,3.6265868055555557
2018-09-14,37.68783333333334
2018-09-15,27.39782291666667
2018-09-16,2.158861111111111
2018-09-17,30.572868055555556
2018-09-18,21.647038194444445
2018-09-19,17.91622222222222
2018-09-20,3.357194444444444
2018-09-21,2.854201388888889
2018-09-22,12.906777777777778
2018-09-23,17.733413194444445
2018-09-24,32.065847222222224
2018-09-25,20.84892013888889
2018-09-26,16.853204861111113
2018-09-27,12.469336805555557
2018-09-28,14.37101388888889
2018-09-29,14.161434027777778
2018-09-30,33.21889236111111
2018-10-01,19.612090277777778
2018-10-02,24.795309027777776
2018-10-03,20.36217361111111
2018-10-04,28.654465277777778
2018-10-05,16.94448611111111
2018-10-06,9.609975694444445
2018-10-07,10.179496527777777
2018-10-08,23.859350694444444
2018-10-09,13.552565972222224
2018-10-10,23.18451041666667
2018-10-11,34.29822569444445
2018-10-12,21.911708333333333
2018-10-13,20.500763888888887
2018-10-14,37.91919791666667
2018-10-15,29.594947916666666
2018-10-16,44.28003472222222
2018-10-17,25.196020833333336
2018-10-18,3.6976145833333334
2018-10-19,33.432743055555555
2018-10-20,25.504381944444447
2018-10-21,5.036451388888889
2018-10-22,28.092413194444443
2018-10-23,23.36531944444444
2018-10-24,23.548972222222222
2018-10-25,16.22340625
2018-10-26,19.568756944444445
2018-10-27,11.45211111111111
2018-10-28,4.993951388888889
2018-10-29,4.4384375
2018-10-30,12.554635416666668
2018-10-31,19.652541666666668
2018-11-01,24.969670138888887
2018-11-02,25.806812500000003
2018-11-03,7.790329861111111
2018-11-04,11.941552083333333
2018-11-05,9.522395833333333
2018-11-06,21.693791666666666
2018-11-07,29.434569444444445
2018-11-08,4.205333333333333
2018-11-09,13.897756944444444
2018-11-10,16.133118055555556
2018-11-11,19.916729166666666
2018-11-12,22.79632638888889
2018-11-13,18.821684027777778
2018-11-14,14.657378472222222
2018-11-15,12.780701388888888
2018-11-16,17.20289236111111
2018-11-17,24.799805555555555
2018-11-18,22.346173611111112
2018-11-19,28.624697916666666
2018-11-20,9.42784375
2018-11-21,38.54654166666666
2018-11-22,42.79706597222222
2018-11-23,18.558784722222224
2018-11-24,34.5608125
2018-11-25,7.914645833333334
2018-11-26,8.520677083333334
2018-11-27,15.553090277777777
2018-11-28,20.832371527777777
2018-11-29,9.582677083333333
2018-11-30,6.242364583333334
2018-12-01,42.66127777777778
2018-12-02,38.601527777777775
2018-12-03,9.734503472222222
2018-12-04,10.810791666666667
2018-12-05,18.288399305555554
2018-12-06,12.103413194444444
2018-12-07,32.59384027777778
2018-12-08,27.604666666666663
2018-12-09,20.14382638888889
2018-12-10,28.06990972222222
2018-12-11,21.491993055555554
2018-12-12,12.412819444444445
2018-12-13,41.774579861111114
2018-12-14,43.724968749999995
2018-12-15,11.530625
2018-12-16,13.962267361111111
2018-12-17,19.874937499999998
2018-12-18,31.73748611111111
2018-12-19,36.54103819444445
2018-12-20,21.56198611111111
2018-12-21,22.635722222222224
2018-12-22,21.672305555555557
2018-12-23,19.085319444444444
2018-12-24,13.618680555555557
2018-12-25,30.85502083333333
2018-12-26,28.35309722222222
2018-12-27,30.831993055555557
2018-12-28,30.73396527777778
2018-12-29,5.798652777777778
2018-12-30,7.077461805555555
2018-12-31,15.820263888888888
