,HALLWF2
2018-01-01,11.724255319148936
2018-01-02,21.060208333333332
2018-01-03,15.5959375
2018-01-04,12.413715277777778
2018-01-05,8.0884375
2018-01-06,36.882465277777776
2018-01-07,16.611180555555553
2018-01-08,12.944340277777778
2018-01-09,20.162743055555556
2018-01-10,16.00614583333333
2018-01-11,24.27270833333333
2018-01-12,35.159444444444446
2018-01-13,47.56364583333333
2018-01-14,31.718576388888888
2018-01-15,38.92638888888889
2018-01-16,26.773645833333333
2018-01-17,13.649097222222222
2018-01-18,20.54371527777778
2018-01-19,27.267743055555556
2018-01-20,26.094375
2018-01-21,24.109791666666666
2018-01-22,6.824409722222222
2018-01-23,12.402430555555554
2018-01-24,19.26614236111111
2018-01-25,15.182534722222222
2018-01-26,17.876666666666665
2018-01-27,12.491215277777778
2018-01-28,28.734618055555558
2018-01-29,18.878993055555558
2018-01-30,54.02059027777778
2018-01-31,52.613055555555555
2018-02-01,43.74760416666666
2018-02-02,38.22579861111111
2018-02-03,27.539097222222225
2018-02-04,8.398125
2018-02-05,7.583541666666666
2018-02-06,9.358923611111111
2018-02-07,9.751215277777778
2018-02-08,22.34295138888889
2018-02-09,21.781493055555554
2018-02-10,24.66684027777778
2018-02-11,10.316840277777779
2018-02-12,7.490659722222222
2018-02-13,7.422569444444445
2018-02-14,31.753229166666667
2018-02-15,10.519270833333334
2018-02-16,5.3112152777777775
2018-02-17,9.052430555555555
2018-02-18,23.0521875
2018-02-19,37.28684027777778
2018-02-20,25.605555555555554
2018-02-21,19.687013888888888
2018-02-22,27.480833333333333
2018-02-23,51.22222222222222
2018-02-24,37.22347222222222
2018-02-25,12.869340277777779
2018-02-26,15.81638888888889
2018-02-27,28.716215277777778
2018-02-28,46.35930555555555
2018-03-01,32.17829861111111
2018-03-02,8.113055555555556
2018-03-03,9.028819444444444
2018-03-04,23.570138888888888
2018-03-05,39.56913194444444
2018-03-06,45.45288194444444
2018-03-07,33.44715277777778
2018-03-08,24.372361111111115
2018-03-09,27.119618055555552
2018-03-10,15.860347222222222
2018-03-11,16.153020833333333
2018-03-12,28.788993055555554
2018-03-13,30.523298611111112
2018-03-14,12.85013888888889
2018-03-15,3.6960069444444446
2018-03-16,25.700694444444448
2018-03-17,44.82572916666666
2018-03-18,38.32604166666667
2018-03-19,38.52770833333333
2018-03-20,33.05631944444445
2018-03-21,26.137986111111115
2018-03-22,14.867708333333333
2018-03-23,17.390493055555556
2018-03-24,58.84104166666666
2018-03-25,35.374027777777776
2018-03-26,14.392465277777779
2018-03-27,36.17170138888889
2018-03-28,32.92746527777778
2018-03-29,4.8950000000000005
2018-03-30,6.390069444444445
2018-03-31,9.543194444444444
2018-04-01,28.8471875
2018-04-02,13.49267361111111
2018-04-03,19.459930555555555
2018-04-04,14.024097222222222
2018-04-05,3.9053124999999995
2018-04-06,17.005104166666666
2018-04-07,13.00548611111111
2018-04-08,35.12142361111111
2018-04-09,42.86000000000001
2018-04-10,44.63791666666666
2018-04-11,47.53579861111111
2018-04-12,29.004895833333332
2018-04-13,42.05638888888889
2018-04-14,41.67444444444445
2018-04-15,55.22017361111111
2018-04-16,40.24791666666666
2018-04-17,19.830590277777777
2018-04-18,15.72670138888889
2018-04-19,14.117465277777777
2018-04-20,0.0
2018-04-21,2.1781597222222224
2018-04-22,15.069930555555556
2018-04-23,54.97277777777777
2018-04-24,22.536562500000002
2018-04-25,5.901631944444445
2018-04-26,5.432604166666668
2018-04-27,13.395208333333334
2018-04-28,16.738854166666666
2018-04-29,29.361909722222222
2018-04-30,28.20069444444444
2018-05-01,26.344930555555553
2018-05-02,43.83628472222222
2018-05-03,44.558368055555555
2018-05-04,40.674479166666664
2018-05-05,4.339513888888889
2018-05-06,11.612152777777778
2018-05-07,46.65229166666666
2018-05-08,3.413090277777778
2018-05-09,24.68027777777778
2018-05-10,49.165347222222216
2018-05-11,41.27916666666667
2018-05-12,29.562083333333334
2018-05-13,18.929826388888888
2018-05-14,8.798541666666667
2018-05-15,21.348680555555557
2018-05-16,38.182187500000005
2018-05-17,19.334305555555556
2018-05-18,9.255416666666667
2018-05-19,2.8432291666666667
2018-05-20,5.737048611111111
2018-05-21,47.158680555555556
2018-05-22,22.210729166666667
2018-05-23,4.663819444444445
2018-05-24,37.98826388888889
2018-05-25,39.30177083333333
2018-05-26,55.568576388888886
2018-05-27,54.656909722222224
2018-05-28,63.11472222222222
2018-05-29,63.515034722222225
2018-05-30,40.29357638888889
2018-05-31,12.990277777777777
2018-06-01,17.468993055555554
2018-06-02,3.3663194444444446
2018-06-03,3.8909027777777774
2018-06-04,4.001145833333333
2018-06-05,12.668576388888889
2018-06-06,36.92642361111111
2018-06-07,53.908055555555556
2018-06-08,51.031979166666666
2018-06-09,5.1028472222222225
2018-06-10,25.900625
2018-06-11,53.9065625
2018-06-12,43.51010416666667
2018-06-13,60.949444444444445
2018-06-14,56.531909722222224
2018-06-15,57.22211805555556
2018-06-16,58.41468750000001
2018-06-17,49.13659722222223
2018-06-18,7.826041666666666
2018-06-19,11.784895833333332
2018-06-20,20.768333333333334
2018-06-21,-0.052048611111111115
2018-06-22,6.636388888888889
2018-06-23,1.7297222222222224
2018-06-24,5.489166666666667
2018-06-25,13.089444444444444
2018-06-26,10.239583333333334
2018-06-27,0.17201388888888888
2018-06-28,11.39611111111111
2018-06-29,55.76586805555556
2018-06-30,24.776875
2018-07-01,5.526006944444444
2018-07-02,21.30767361111111
2018-07-03,56.22593749999999
2018-07-04,53.58284722222222
2018-07-05,54.80722222222223
2018-07-06,51.52458333333333
2018-07-07,50.69527777777778
2018-07-08,43.451840277777784
2018-07-09,3.3703819444444445
2018-07-10,8.374833333333333
2018-07-11,24.167881944444446
2018-07-12,19.40222222222222
2018-07-13,1.1007638888888889
2018-07-14,42.743750000000006
2018-07-15,58.62697916666667
2018-07-16,49.92979166666667
2018-07-17,45.41020833333334
2018-07-18,54.76739583333333
2018-07-19,57.02888888888889
2018-07-20,37.83517361111111
2018-07-21,20.114375
2018-07-22,58.09993055555555
2018-07-23,52.08802083333333
2018-07-24,52.52659722222222
2018-07-25,14.857881944444443
2018-07-26,15.228055555555557
2018-07-27,23.40965277777778
2018-07-28,28.14763888888889
2018-07-29,52.64927083333333
2018-07-30,55.04788194444444
2018-07-31,54.83284722222222
2018-08-01,20.70861111111111
