,MUSSELR1
2018-07-08,125.68090277777777
2018-07-09,26.133680555555557
2018-07-10,69.02743055555555
2018-07-11,19.16111111111111
2018-07-12,17.377083333333335
2018-07-13,11.771527777777777
2018-07-14,8.911805555555555
2018-07-15,73.91631944444444
2018-07-16,132.521875
2018-07-17,155.73819444444445
2018-07-18,162.87569444444446
2018-07-19,148.60659722222223
2018-07-20,109.69270833333333
2018-07-21,43.6
2018-07-22,9.429166666666667
2018-07-23,27.115624999999998
2018-07-24,156.371875
2018-07-25,158.44340277777778
2018-07-26,114.35972222222222
2018-07-27,127.58333333333333
2018-07-28,51.208333333333336
2018-07-29,92.88125000000001
2018-07-30,158.9138888888889
2018-07-31,153.82361111111112
2018-08-01,69.79492361111112
2018-08-02,13.192708333333334
2018-08-03,35.32083333333333
