,LKBONNY3
2018-07-05,21.614395833333333
2018-07-06,28.082444444444445
2018-07-07,31.04976388888889
2018-07-08,30.719513888888887
2018-07-09,5.864961805555556
2018-07-10,4.849125
2018-07-11,14.91873611111111
2018-07-12,1.1555694444444444
2018-07-13,1.08178125
2018-07-14,12.728180555555555
2018-07-15,5.3222604166666665
2018-07-16,24.059881944444445
2018-07-17,29.310503472222223
2018-07-18,27.269638888888892
2018-07-19,23.01690625
2018-07-20,30.32299652777778
2018-07-21,5.973524305555556
2018-07-22,19.836503472222223
2018-07-23,16.042864583333333
2018-07-24,19.62584375
2018-07-25,13.232534722222221
2018-07-26,2.0172013888888887
2018-07-27,0.9346909722222222
2018-07-28,1.8136180555555557
2018-07-29,20.621493055555558
2018-07-30,14.867777777777777
2018-07-31,24.17764930555556
